building_archetype,building_loads,hours,indoor_air_heating_set_point_override_K,indoor_air_cooling_set_point_override_K
NO_nonres_1850_2021,nordic_nonres_UTC+1,h16-17,290.47,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h17-18,290.47,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h17-18,290.47,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h17-18,290.47,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h18-19,290.36,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h18-19,290.36,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h18-19,290.36,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h19-20,290.14,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h19-20,290.14,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h19-20,290.14,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h20-21,289.83,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h20-21,289.83,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h20-21,289.83,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h21-22,289.5,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h21-22,289.5,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h21-22,289.5,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h22-23,289.23,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h22-23,289.23,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h22-23,289.23,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h23-24,289.1,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h23-24,289.1,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h23-24,289.1,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h00-01,289.43,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h00-01,289.43,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h00-01,289.43,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h00-01,289.43,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h01-02,289.87,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h01-02,289.87,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h01-02,289.87,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h01-02,289.87,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h02-03,290.4,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h02-03,290.4,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h02-03,290.4,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h02-03,290.4,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h03-04,290.93,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h03-04,290.93,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h03-04,290.93,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h03-04,290.93,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h04-05,291.37,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h04-05,291.37,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h04-05,291.37,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h04-05,291.37,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h05-06,291.64,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h05-06,291.64,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h05-06,291.64,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h05-06,291.64,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h06-07,291.7,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h06-07,291.7,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h06-07,291.7,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h06-07,291.7,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h07-08,291.57,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h07-08,291.57,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h07-08,291.57,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h07-08,291.57,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h08-09,291.3,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h08-09,291.3,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h08-09,291.3,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h08-09,291.3,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h09-10,290.97,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h09-10,290.97,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h09-10,290.97,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h09-10,290.97,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h10-11,290.66,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h10-11,290.66,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h10-11,290.66,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h10-11,290.66,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h11-12,290.44,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h11-12,290.44,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h11-12,290.44,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h11-12,290.44,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h12-13,290.33,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h12-13,290.33,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h12-13,290.33,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h12-13,290.33,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h13-14,290.33,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h13-14,290.33,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h13-14,290.33,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h13-14,290.33,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h14-15,290.4,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h14-15,290.4,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h14-15,290.4,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h14-15,290.4,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h15-16,290.47,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h15-16,290.47,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h15-16,290.47,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h15-16,290.47,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h16-17,290.47,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h16-17,290.47,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h16-17,290.47,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h16-17,290.47,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h17-18,290.36,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h17-18,290.36,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h17-18,290.36,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h17-18,290.36,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h18-19,290.14,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h18-19,290.14,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h18-19,290.14,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h18-19,290.14,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h19-20,289.83,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h19-20,289.83,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h19-20,289.83,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h19-20,289.83,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h20-21,289.5,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h20-21,289.5,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h20-21,289.5,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h20-21,289.5,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h21-22,289.23,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h21-22,289.23,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h21-22,289.23,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h21-22,289.23,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h22-23,289.1,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h22-23,289.1,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h22-23,289.1,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h22-23,289.1,291.7
EE_nonres_1850_2021,nordic_nonres_UTC+2,h23-24,289.16,291.7
FI_nonres_1850_2021,nordic_nonres_UTC+2,h23-24,289.16,291.7
LT_nonres_1850_2021,nordic_nonres_UTC+2,h23-24,289.16,291.7
LV_nonres_1850_2021,nordic_nonres_UTC+2,h23-24,289.16,291.7
DK_res_1850_2021,nordic_res_UTC+1,h00-01,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h00-01,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h00-01,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h01-02,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h01-02,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h01-02,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h02-03,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h02-03,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h02-03,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h03-04,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h03-04,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h03-04,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h04-05,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h04-05,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h04-05,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h05-06,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h05-06,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h05-06,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h06-07,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h06-07,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h06-07,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h07-08,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h07-08,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h07-08,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h08-09,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h08-09,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h08-09,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h09-10,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h09-10,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h09-10,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h10-11,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h10-11,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h10-11,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h11-12,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h11-12,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h11-12,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h12-13,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h12-13,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h12-13,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h13-14,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h13-14,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h13-14,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h14-15,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h14-15,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h14-15,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h15-16,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h15-16,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h15-16,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h16-17,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h16-17,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h16-17,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h17-18,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h17-18,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h17-18,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h18-19,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h18-19,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h18-19,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h19-20,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h19-20,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h19-20,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h20-21,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h20-21,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h20-21,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h21-22,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h21-22,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h21-22,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h22-23,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h22-23,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h22-23,293.15,293.15
DK_res_1850_2021,nordic_res_UTC+1,h23-24,293.15,293.15
SE_res_1850_2021,nordic_res_UTC+1,h23-24,293.15,293.15
NO_res_1850_2021,nordic_res_UTC+1,h23-24,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h00-01,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h00-01,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h00-01,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h00-01,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h01-02,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h01-02,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h01-02,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h01-02,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h02-03,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h02-03,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h02-03,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h02-03,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h03-04,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h03-04,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h03-04,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h03-04,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h04-05,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h04-05,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h04-05,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h04-05,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h05-06,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h05-06,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h05-06,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h05-06,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h06-07,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h06-07,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h06-07,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h06-07,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h07-08,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h07-08,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h07-08,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h07-08,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h08-09,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h08-09,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h08-09,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h08-09,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h09-10,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h09-10,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h09-10,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h09-10,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h10-11,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h10-11,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h10-11,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h10-11,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h11-12,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h11-12,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h11-12,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h11-12,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h12-13,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h12-13,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h12-13,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h12-13,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h13-14,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h13-14,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h13-14,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h13-14,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h14-15,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h14-15,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h14-15,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h14-15,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h15-16,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h15-16,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h15-16,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h15-16,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h16-17,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h16-17,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h16-17,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h16-17,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h17-18,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h17-18,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h17-18,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h17-18,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h18-19,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h18-19,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h18-19,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h18-19,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h19-20,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h19-20,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h19-20,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h19-20,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h20-21,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h20-21,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h20-21,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h20-21,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h21-22,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h21-22,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h21-22,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h21-22,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h22-23,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h22-23,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h22-23,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h22-23,293.15,293.15
EE_res_1850_2021,nordic_res_UTC+2,h23-24,293.15,293.15
FI_res_1850_2021,nordic_res_UTC+2,h23-24,293.15,293.15
LT_res_1850_2021,nordic_res_UTC+2,h23-24,293.15,293.15
LV_res_1850_2021,nordic_res_UTC+2,h23-24,293.15,293.15
